NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD,ID ACT
RESTAURANT KOOX JANAL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANT LA BARACUDA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANT LA CHOZA DE VILLATORO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA FELICIDAD,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA MARISQUERIA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA PALAPA DE PLAYA DEL NIÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA PALAPA DE YOYO VENTA  DE PESCADOS Y  MARISCO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA PALOMA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE LA PERLITA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL COSTEÑITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL LEVANTON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL MARINERO RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL MARLIN AZUL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL RINCON DEL CAPITAN RESTAURANT,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CALETA MARISQUERIA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CERVECERIA DE BARRIO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CULPA MARISCOS DE RECUPERE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA FUERZA ATOMICA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MOJARRA FRITA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PLAYITA COCKTELES Y MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS BRISA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CARIBE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CHAYITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MEMIN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MEN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MENDOZA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MIGUEL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MIJO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS BETOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS DELICIAS DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS EL LOCO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS EL MARINERO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE MARISCOS GORDO CAMARON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE MARISCOS LA OLA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE MARISCOS LOS JAIBOS 2,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE MARISCOS RIO BRAVO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGA DE PRODUCCIÓN MARISCOS LA PUNTILLA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGA DE RESTAURANT PUERTO DE GUAYMAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOILING SHRIMPS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CAGUAMANTA DON TOÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL BUDA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL CUATE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL CUCA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL INDIVIDO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL LONCHO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES EL NENE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOS MAX,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOS POLO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOS PREPARADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOS SUER,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOS Y MARISCOS EL BORREGO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL MUELLE DE SAN BLAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PELONCHAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PESCADITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PESCADO Y LA JAIBA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PIRATA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA JAIBA MORDELONA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA KULISHI,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MAREJADA DE MARISCOS CASTILLO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MARISQUEÑA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA TAQUERIA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA TOSTADERIA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LAS GEMELAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LETYS MARISQUERA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LISAS FRITAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LONCHERIA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CANO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CAPITAN BARBOSA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CARLITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS CARVAJAL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCOSAR WASH,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCTELERIA CHELO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCTELERÍA EL CORAL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCTELERIA EL GUERO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL AMIGAZO TACOS DE PESCADO ESTILO ENSALADA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL AUTENTICO MUELLE DEL REY,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL BAMBINO CAPEADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL BUCANERO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL BUZO RESTAURANT,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PESCADITO TAQUERIAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PESCADITO TAQUERIAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PEZCADITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL POSEIDON NORTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL QUE NOE MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL REY CAMARON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL SALVAVIDAS MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA BARRA DE ALVARADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA BARRA DE TUXPAN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA BARRA DEL MARISQUITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CAMPECHANA COMIDA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CEVI,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PALAPA DEL MIRADOR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PALAPA MARINA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PERLA DEL CAMARON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVECHERIA TOLOSA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHERIA SEAFOOD + DRINK,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CEVICHES AGUIRRE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
DISTRIBUIDORA DE MARISCOS ALEX,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL BARBAZUL MARISCOS Y CERVEZA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL CAMARON LOCO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL CHE PEZ PESCADOS Y MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGA DE ROSTICERIA FREN CHIKEN,POLLOS,Restaurantes con servicio de preparación de pescados y mariscos,722512
A COMER,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
A LA MEXICANA TACOS PLATILLOS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
A LA TIZNADA,ANTOJITOS,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
A LA VERDURA,ANTOJITOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
A LAS CAZUELAS DE MAY,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
A QUI ES JALISCO,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ACTIVIDADES DE COMIDA CASERA SIN NOMBRE,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ALIMENTOS DOÑA JOSE,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ALIMENTOS DOÑA VICKY,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
CHILE MOLE Y POZOLE,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
VENTA DE ALIMENTOS SIN NOMBRE,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE BURRITOS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE BURRITOS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE CEMILLAS CARRERA,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE CENA,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE CENA Y ANTOJITOS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE CERVEZA,BAR/ALITAS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE COMIDA,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
VENTA DE TACOS AL PASTOR Y HAMBURGUESAS,TACOS/TORTAS,Restaurantes con servicio de preparación de tacos y tortas,722514
ELABORACION DE ALIMENTOS ENCURTIDOS,ANTOJITOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
ELABORACION DE ALIMENTOS SIN NOMBRE,ANTOJITOS,Servicios de preparación de otros alimentos para consumo inmediato,722519
RESTAURANTE QUERETARO RICO,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
HELADO OBSCURO,CAFÉ/PANADERÍA/HELADOS,Restaurantes con servicio de preparación de antojitos,722513
LA FONDA DE LAS GORDAS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
19 Y MEDIO,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
1910 COCINA DE MEXICO,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
3 HERMANOS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
30 SALSAS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
ALAMBRES LA FLAMITA,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
ALFREDOS CARNITAS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ALI FRES COCINA ECONOMICA,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ALIMENTOS TIPICOS KUS,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
ALMACEN DOÑA BENITA,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ALMUERZO DOÑA JUANIS,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALMUERZO LUPITA,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ALMUERZO Y COMIDA,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ALMUERZOS COMIDAS Y CENAS LUPITA,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ALMUERZOS DOÑA CATA,ANTOJITOS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALMUERZOS MEXICANOS LOS JIMYS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ALMUERZOS TERE,ANTOJITOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALOHU LICUADOS JUGOS Y CHOCOMILKS,ANTOJITOS,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
AMORCITO CORAZON COMIDA CORRIDA,ANTOJITOS,Restaurantes que preparan otro tipo de alimentos para llevar,722518
ANTOGITOS LUPITA,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
ANTOJERIA BUGAMBILIAS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJERIA CENTINELA COMIDA MEXICANA,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJERIA EL OPERADOR,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJERIA EL VECINO,ANTOJITOS,Restaurantes con servicio de preparación de tacos y tortas,722514
ANTOJERIA FAMILY AND FRIENDS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJIOS MEXICANOS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJIOS MEXICANOS LAS DOÑITAS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJITIOS MEXICANOS LOS ARCOS,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
ANTOJITO MEXICANOS DOÑA CARMEN,ANTOJITOS,Restaurantes con servicio de preparación de antojitos,722513
