NOMBRE,CATEGORIA,CLASE DE ACTIVIDAD,ID ACT
BIOTICA,SNACKS/TIENDA/OTROS,Servicios de preparación de otros alimentos para consumo inmediato,722519
BOBA JUMP,SNACKS/TIENDA/OTROS,Servicios de preparación de otros alimentos para consumo inmediato,722519
AGUAS FRESCAS EL AMIGO BALAM,SNACKS/TIENDA/OTROS,Servicios de preparación de otros alimentos para consumo inmediato,722519
AGUAS NATURALES,SNACKS/TIENDA/OTROS,Servicios de preparación de otros alimentos para consumo inmediato,722519
BISTRO MART¡,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CASER¡O VASCO,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
100 MONTADITOS,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
A FEU LENT GRILL AND BIRD RESTAURANT,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
AHOLA FOOD,A LA CARTA,Restaurantes de autoservicio,722516
AJIJIC TANGO,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALBERS RESTAURANT,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALESYBAKING,A LA CARTA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALFREDOS CALIFORNIA,A LA CARTA,Restaurantes con servicio de preparación de tacos y tortas,722514
ALKATRAZ RESTAURANT BAR,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALTRANDRIA,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
APPLEBBES REAL CENTER,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
APPLEBEES BUGAMBILIAS,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BAKE AND KITCHEN,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHEZ AROME,A LA CARTA,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",722515
ALTER EGO,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ANTEA I_38559,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BODEGA SAN TEO,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CARBONE,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHILAKING PLAZAS DEL SOL,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHILIS,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CHILIS 1031 QUERETARO II,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
DENNYS,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
DENNYS,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GASTRONOMIA HELLENICA,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GASTROPUB FOLK,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
GRAIN HOUSE,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA HABANA,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA LIBANESSA,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE BAR SEVILLA 2,BAR/ALITAS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE BAR TERRACOTA BISTROS,BAR/ALITAS,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE RISTORANTE CASA NOSTRA,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RRESTAURANTE BAR-IGON,A LA CARTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BODEGA A,A LA CARTA,Restaurantes de autoservicio,722516
RESTAURANTE-PARK DK PUERTO MORELOS,A LA CARTA,Servicios de preparación de alimentos en unidades móviles,722330
PAMPAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ANGUS BUTCHER HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARRACHERAS STEAK HOUSE,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BEEFERS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PAMPAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
PAMPAS CENTRO SUR,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE DE CORTES A BRAVO,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
RESTAURANTE PAMPAS,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
CARNES A LA PARILLA BETOS GRILL,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
EL BARRIL GRILL,CORTES DE CARNE,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
TRATTORIA LA PASTA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
TRATTORIA DA UGO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
DA MAURIZIO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
IL VENEZIANO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
G‚NOVA CUCINA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ANTONELLA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
LA PIZZA DI MARCO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
TARANTELLA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
MOZZARELLA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
MOZZARELLA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
RIVIERA 42,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
SIGNORINA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNIS,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
DEMETRIOS,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
4 PASTAS,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
4SAPORI RESTAURANT-BAR&GRILL,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALEX S PASTA,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ARRABIATA PIZZA & PASTA,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BERNARDOS TRATORIA,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ITALIANNIS,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ITALIANNIS  QUERETARO,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA ITALIA RESTAURANTE,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PICCOLA ITALIA,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PICCOLA ITALIA QUERETARO,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
LA PICCOLA RESTAURANTE,PIZZA/PASTA,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ROMANIS PASTA,PIZZA/PASTA,Servicios de preparación de alimentos en unidades móviles,722330
PASTELERÃ­A ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
VILLA ITALIANA ACUEDUCTO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
EL ITALIANO (COMIDA MEDITERRANEA),PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIAN CITO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
REPISA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNIS PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
PIZZAS LA VIA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
PIZZAS A LA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
EL ITALIANITO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNI'S PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNI'S PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNI'S PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
REPISA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ITALIANNI'S PIZZA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
PIZZAS LA VIA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
PIZZAS A LA ITALIANA,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
EL ITALIANITO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
EL HORNITO ITALIANO,PIZZA/PASTA,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
FAINA - EMPANADAS ARGENTINAS,CORTES DE CARNE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
ASADOR ARGENTINO,CORTES DE CARNE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
PIBE ARGENTINO,CORTES DE CARNE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
EL VID ARGENTINO,CORTES DE CARNE,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",722517
RESTAURANTE MARISCOS LAMPARA,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
116 PÚLPITO GASTRO BAR,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
6 E 10 MARISCOS YAMILETH Y GAEL,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
7 MARES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
8 TOSTADAS,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
A BABOR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
A LA TOSTADA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ACUARAMA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUA CHILE MALA CRUDA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUACHILE SURF,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUACHILES EL KRUSTACEO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUACHILES LOS MOLCAJETES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUACHILIS,MARISCOS ,Restaurantes con servicio de preparación de tacos y tortas,722514
AGUACHILITOS RESTAURANT MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AGUACHILITRO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ALABAMA SHRIMP & BEER,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALETA NEGRA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ALMEJA EXOTICA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ALTAMAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AMOR COSTEÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ANSUELO RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ANTOJITOS MARINEROS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ANTOJITOS MARINEROS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ANTOJITOS MARINEROS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ANZUELITOS TACOS DE MAR,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ASADERO EL OJON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AZADERO LA YAQUESITA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BAHIA NO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BAJA TO GO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BALTACOS   MARISCO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS JAROCHITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS ROBALITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOBOS FISH & CHIPS,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
BOCCANERA RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,722511
ALTATA COCINA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AUXILIAR DE MARISQUERIA CARIBE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
AUXILIAR MARISQUERIA PANCHITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BAJA FISH TACOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGA AUXILIAR DE MARISCOS CARIBE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGAS  MARISCOS LUPITA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOEGA DE OSTEONERIA LA PALAPA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOTANAS LA ESTACION,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOTANAS TOSTADAS Y COCTELES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BOTANAS Y MARISCOS EL CUÑADITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BRISA DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BUCANEROS RESTURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CENTRAL FISH,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CENTRO BOTANERO EL MEXICANO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CENTRO BOTANERO LA PALAPA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CHIRINGUITO 363,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CHORI MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COSTEÑITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
DON CANGREJO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL AGASAJO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL CACHANILLA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL CAMARON ITALIANO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL CAMARON NORTEÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL MARLINCITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL MIRADOR 57,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL NAYAB MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL PARITO DE MAZATLAN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL REY DEL VIRIL,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL REY DEL ZASON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL SIRENITO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL SIRENO MAL QUERIDO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
EL TIBURÓN ENAMORADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ISLA DEL ENCANTO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
JARDIN MARISQUERO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
JERRYS MARISQUERIA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA BOMBA RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CABAÑA DEL PESCADOR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CEVICHERIA SONORENSE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA COMADRE CULICHI,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA CUEVA DE EL PIRATA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MARISCADA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MOJARRA FELIZ,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA MOJARRA FELIZ,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PALAPA MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS CAMARONES PETACONES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS MORROS TACOS Y CEVICHE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS UNICOS TACOS DE CAMARON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MALAGUA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MAMA FISH,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MAR ABIERTO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MAR Y TIERRA COMIDA CORRIDA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARAVINO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARICOS MONTENEGRO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS MIGUE Y DANY,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS NEPTUNO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS NORTEÑO FISH,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS PARGO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS PEJELAGARTO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISCOS PETO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA PANCHITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA PANCHITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERÍA PANCHITOS II,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA PELICANO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA PEZ 81,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
OSTIONERIA LA PALAPA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
OSTIONERIA LA PLAYA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
OSTIONERIA MAR CARIBE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS LA PALAPA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MARISCOS SIN NOMBRE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADOS Y MASISCOS EL COMPADRE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCATTUS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PEZTACOS ESTILO ENSENADA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE BAR EL GALEON,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE BAR LA LABORCILLA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE CON SERVICIO DE PREPARACION DE PESCADOS Y MARISCOS SIN NOMBRE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE DE MARISCOS ENSENADA DE BRISEÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE DE MARISCOS FELOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE DELICIAS DEL MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE EL CAMARON GUAZAVEÑO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE EL CORTIJO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANTE MAZATLAN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
ROMA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
SANTO MAR RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
SEAWEY,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
SOLO VERACRUZ ES BELLO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
SSEVICIO MARISCOS EL GORDO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TACO MARLIN RESTAURANTE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TACOS DE PESCADO Y CAMARON EL CAMARONCITO.,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TOSTADAS Y MARISCOS LOS AMIGOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TOSTADAS Y MARISCOS LOS HERRERA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TOSTADAS Y MARISCOS SUSANA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
TOTATADAS DE CUERITOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
VENTA DE CEVICHE MARISCOS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BIKIN SUN DAY LOS JEFES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BODEGA DEL CEJAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BUBBA GUMP,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BUCANEROS MARISQUERIA Y CHELAS,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
BUSOS RESTAURANT BAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
CABALLITO DE MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCKTELERÍA MANIGUA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCKTELERIA MAYAN FISH,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCKTELERIA MICHE MAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
COCKTELERÍA NEPTUNO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA JAROCHITA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA JUSTICIA DE DON PINO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PACIFICA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LA PALAPA DE OSCAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS AGUACHILES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS AGUACHILES,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS AGUACHILES PLAYACAR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS DE PESCADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
LOS DE PESCADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA EL MARLIN,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA EL MARTINETE,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA EL MUNDO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA EL PEZ VELA,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
MARISQUERIA EL PULPO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADERIA EL DORADO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADERIA EL GATO VOLADOR,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
PESCADERIA EL GATO VOLADOR II,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
RESTAURANT EL TOCHO JAROCHO,MARISCOS ,Restaurantes con servicio de preparación de pescados y mariscos,722512
